id2,y,x,w
155,64.5645,-0.5439,0.1129
155,47.9160,-2.5543,0.1129
155,50.1203,-2.0192,0.1129
155,61.2557,-0.9778,0.1129
155,65.0291,-0.4616,0.1129
155,52.3211,-1.6730,0.1129
155,59.5149,-1.1902,0.1129
156,54.5701,0.0870,0.7236
156,68.5266,1.6070,0.7236
156,51.9683,-0.2331,0.7236
156,45.6764,-1.0331,0.7236
156,46.8781,-1.0612,0.7236
156,60.3706,0.6202,0.7236
156,57.2609,0.2135,0.7236
156,54.4648,-0.0417,0.7236
156,53.1518,-0.5331,0.7236
156,46.5713,-1.2222,0.7236
157,40.4864,1.5553,1.0727
157,40.7859,0.2062,1.0727
157,39.1822,-0.8700,1.0727
157,40.7475,-0.0606,1.0727
157,40.8458,-0.5685,1.0727
157,40.5817,-0.2576,1.0727
157,42.8354,0.2872,1.0727
157,40.6554,-0.1725,1.0727
157,43.8113,1.9315,1.0727
157,40.6365,-0.6939,1.0727
158,63.6300,0.0053,1.3647
158,65.3617,0.2071,1.3647
158,56.5028,-0.9716,1.3647
158,65.2049,0.0376,1.3647
158,71.8423,1.1210,1.3647
158,71.7140,1.1825,1.3647
158,59.9543,-0.5844,1.3647
158,55.4740,-1.0729,1.3647
158,62.2515,-0.2097,1.3647
158,55.5132,-1.1132,1.3647
159,52.9001,-1.5999,1.9869
159,52.9421,-1.0188,1.9869
159,54.3875,-0.7206,1.9869
159,52.7574,-1.2533,1.9869
159,51.1542,-2.2242,1.9869
159,59.2007,0.5285,1.9869
159,62.1080,0.9011,1.9869
159,54.4984,-1.5704,1.9869
159,52.5475,-1.4025,1.9869
159,52.6812,-1.5785,1.9869
160,56.3792,0.6752,0.5551
160,50.8449,-0.4193,0.5551
160,54.2850,0.6590,0.5551
160,53.2546,0.2185,0.5551
160,61.1744,1.8094,0.5551
160,51.9924,-0.0307,0.5551
160,50.8625,-0.2588,0.5551
160,54.5692,0.5459,0.5551
160,52.3005,0.0226,0.5551
160,46.7057,-1.4461,0.5551
161,48.8640,0.2958,0.8885
161,46.5865,-0.6857,0.8885
161,42.6885,-2.0116,0.8885
161,43.9570,-0.9463,0.8885
161,38.6476,-2.0911,0.8885
161,46.4559,-0.4196,0.8885
161,49.2839,-0.3031,0.8885
161,48.7051,-0.0561,0.8885
161,43.9237,-1.5478,0.8885
161,42.8346,-1.5289,0.8885
162,39.2257,-1.5827,-0.2059
162,47.7021,0.1452,-0.2059
162,43.5308,-0.1578,-0.2059
162,41.8230,-0.8202,-0.2059
162,39.4737,-1.2408,-0.2059
162,48.9699,0.3391,-0.2059
162,46.7815,0.1997,-0.2059
162,46.0119,0.0405,-0.2059
162,39.6939,-1.1250,-0.2059
162,46.5377,0.0466,-0.2059
163,36.3922,-0.9344,-0.4709
163,33.9315,-1.7778,-0.4709
163,56.0739,1.2273,-0.4709
163,34.6621,-1.5913,-0.4709
163,44.8526,-0.3534,-0.4709
163,34.5415,-1.9803,-0.4709
163,42.3072,-0.4374,-0.4709
163,43.3200,-0.6017,-0.4709
163,43.9838,0.0978,-0.4709
163,46.2583,0.3116,-0.4709
164,61.9199,1.1920,1.4686
164,61.3064,0.9666,1.4686
164,57.6389,-0.8692,1.4686
164,62.2470,1.9993,1.4686
164,60.0130,0.8268,1.4686
164,59.8136,0.0688,1.4686
164,58.9771,-0.7658,1.4686
164,58.9688,1.2089,1.4686
164,59.1655,0.9738,1.4686
164,60.5977,1.2350,1.4686
165,42.6351,-0.4146,1.5006
165,47.5953,0.1782,1.5006
165,47.0934,0.3979,1.5006
165,47.7959,0.2719,1.5006
165,41.9504,-0.4295,1.5006
165,34.8699,-1.6070,1.5006
165,50.3142,0.6828,1.5006
165,45.9578,0.3544,1.5006
165,55.5992,1.5578,1.5006
165,50.6724,0.6220,1.5006
166,51.5849,-1.4712,0.7942
166,52.7027,1.1475,0.7942
166,52.0528,-0.5092,0.7942
166,51.8214,-0.7513,0.7942
166,51.3216,-1.4022,0.7942
166,49.6972,-1.8177,0.7942
166,53.7007,-0.4122,0.7942
166,49.6960,-0.3967,0.7942
166,53.6984,-1.0025,0.7942
166,52.1384,-0.0977,0.7942
167,75.6301,2.3183,-0.5699
167,65.1202,1.1472,-0.5699
167,52.8326,-0.4319,-0.5699
167,59.8839,-0.0224,-0.5699
167,52.5764,-0.8124,-0.5699
167,63.9965,0.6965,-0.5699
167,64.9456,1.1255,-0.5699
167,54.7676,-0.4765,-0.5699
167,62.1340,0.5864,-0.5699
167,65.2959,1.0953,-0.5699
168,38.7257,2.7574,-1.2033
168,39.2088,1.4954,-1.2033
168,39.4793,0.7195,-1.2033
168,38.6655,1.7209,-1.2033
168,38.7548,0.2487,-1.2033
168,39.0270,-1.1527,-1.2033
168,37.3668,1.0133,-1.2033
168,40.6459,1.9087,-1.2033
168,38.8423,0.9510,-1.2033
168,38.2544,1.7027,-1.2033
169,59.9330,0.5408,0.2966
169,57.3994,-0.2974,0.2966
169,55.7840,-0.5219,0.2966
169,58.5265,-0.5410,0.2966
169,62.4686,1.2285,0.2966
169,62.5951,1.1815,0.2966
169,62.7717,1.2406,0.2966
169,58.6037,-0.8744,0.2966
169,54.8289,-0.7717,0.2966
169,61.0457,0.6769,0.2966
170,52.2864,1.6850,0.0615
170,47.6238,0.3238,0.0615
170,47.8186,0.4590,0.0615
170,55.4352,1.9087,0.0615
170,51.4216,1.1013,0.0615
170,64.9123,3.9150,0.0615
170,51.4723,1.1376,0.0615
170,53.7703,1.6943,0.0615
170,56.2842,2.4959,0.0615
170,46.7890,0.3853,0.0615
171,28.0241,-1.7634,-2.0679
171,30.8502,-1.1442,-2.0679
171,32.5784,-1.6429,-2.0679
171,33.8469,-0.1121,-2.0679
171,33.6685,-1.3737,-2.0679
171,36.5458,0.8049,-2.0679
171,31.0121,-2.1933,-2.0679
171,35.5094,1.4183,-2.0679
171,30.1785,-2.2755,-2.0679
171,39.4353,2.2388,-2.0679
172,36.7630,-1.8145,1.2469
172,47.7070,0.6152,1.2469
172,47.0198,0.7236,1.2469
172,44.4042,-0.3546,1.2469
172,54.4735,1.7591,1.2469
172,52.4805,1.2425,1.2469
172,44.4665,-0.3342,1.2469
172,46.3388,0.5202,1.2469
172,42.6351,-0.2309,1.2469
172,38.0276,-1.7393,1.2469
173,49.7587,1.9416,0.7890
173,50.8408,0.8379,0.7890
173,53.1451,1.2351,0.7890
173,54.5753,-1.2369,0.7890
173,51.2973,0.9605,0.7890
173,53.6273,1.6229,0.7890
173,50.4458,0.6276,0.7890
173,51.0075,0.3848,0.7890
173,52.6630,0.2395,0.7890
173,54.1350,-0.5449,0.7890
174,35.7395,0.2624,-0.0895
174,40.7979,1.0582,-0.0895
174,40.4724,1.2218,-0.0895
174,36.6951,0.7104,-0.0895
174,35.7312,0.0929,-0.0895
174,36.3021,0.7095,-0.0895
174,43.3372,1.4069,-0.0895
174,44.3218,1.6810,-0.0895
174,46.6504,2.2573,-0.0895
174,33.9839,0.2202,-0.0895
175,60.2886,1.1335,-0.1454
175,46.9332,-1.1224,-0.1454
175,60.8465,1.4341,-0.1454
175,56.5579,0.6054,-0.1454
175,62.5163,1.8544,-0.1454
175,59.1313,0.6198,-0.1454
175,60.1345,1.4596,-0.1454
175,45.5507,-1.7641,-0.1454
175,60.6195,1.4715,-0.1454
175,54.3717,0.2094,-0.1454
176,60.6966,0.9628,-0.6207
176,45.8519,-2.0064,-0.6207
176,60.0419,0.9473,-0.6207
176,52.8539,-0.3194,-0.6207
176,50.3333,-1.1355,-0.6207
176,60.8162,1.1922,-0.6207
176,60.3780,1.0032,-0.6207
176,60.0576,0.1668,-0.6207
176,50.0226,-1.3848,-0.6207
176,50.7361,-0.7987,-0.6207
177,47.4188,-1.4525,-1.4138
177,51.0125,0.5951,-1.4138
177,55.1935,1.3119,-1.4138
177,48.2323,0.7996,-1.4138
177,51.7141,1.3422,-1.4138
177,51.6560,1.9524,-1.4138
177,55.1765,1.7328,-1.4138
177,52.4222,2.4531,-1.4138
177,55.2186,1.9378,-1.4138
177,53.2720,1.8189,-1.4138
178,41.9754,1.6356,-1.5849
178,34.4199,0.2109,-1.5849
178,37.0195,0.9269,-1.5849
178,34.1574,0.6337,-1.5849
178,53.5259,3.4553,-1.5849
178,31.8166,-0.4165,-1.5849
178,33.3515,-0.4987,-1.5849
178,45.9365,2.8919,-1.5849
178,32.7048,-0.2816,-1.5849
178,29.0921,-0.6976,-1.5849
179,50.4224,1.2265,2.8906
179,46.6091,0.0696,2.8906
179,49.8502,0.6117,2.8906
179,49.8874,1.0409,2.8906
179,45.4962,-0.0342,2.8906
179,51.8871,1.0430,2.8906
179,45.5403,-0.6122,2.8906
179,49.5864,0.4130,2.8906
179,48.3608,0.3166,2.8906
179,55.0148,2.8375,2.8906
180,52.1862,-0.2770,-0.7529
180,52.2346,-0.2540,-0.7529
180,43.7675,-2.2239,-0.7529
180,53.7734,0.4706,-0.7529
180,52.6056,0.1553,-0.7529
180,54.4519,0.2120,-0.7529
180,50.3696,-0.3940,-0.7529
180,45.4357,-2.0319,-0.7529
180,45.4329,-1.2456,-0.7529
180,49.9854,-1.3866,-0.7529
181,38.4158,0.6587,-0.2815
181,38.4064,-1.2005,-0.2815
181,38.5838,-0.2788,-0.2815
181,37.4910,2.1758,-0.2815
181,36.6640,2.3285,-0.2815
181,37.4428,2.6880,-0.2815
181,37.2413,1.8114,-0.2815
181,38.4420,1.7291,-0.2815
181,37.8092,0.7737,-0.2815
181,39.4708,0.0325,-0.2815
182,45.8474,-0.3693,-0.6403
182,43.6969,-0.7984,-0.6403
182,53.2354,0.6666,-0.6403
182,46.2490,-0.0922,-0.6403
182,40.3596,-1.4389,-0.6403
182,45.1201,-1.0705,-0.6403
182,48.3023,-0.2035,-0.6403
182,61.3074,1.8581,-0.6403
182,40.4694,-1.8045,-0.6403
182,50.4975,0.1890,-0.6403
183,58.3066,1.8507,-0.9168
183,62.9978,2.2433,-0.9168
183,48.2162,0.6318,-0.9168
183,33.0268,-1.3814,-0.9168
183,51.5474,0.7201,-0.9168
183,52.0144,0.9809,-0.9168
183,39.4657,-0.4150,-0.9168
183,47.2275,0.5008,-0.9168
183,59.3027,1.8661,-0.9168
183,63.0794,2.0860,-0.9168
184,39.2697,1.3726,-1.1051
184,44.1254,2.1684,-1.1051
184,28.2500,-0.6732,-1.1051
184,34.8248,0.0961,-1.1051
184,31.4238,-0.2966,-1.1051
184,27.0570,-1.2555,-1.1051
184,38.0838,0.6158,-1.1051
184,44.9705,1.9094,-1.1051
184,22.2406,-2.2012,-1.1051
184,34.3451,0.7145,-1.1051
185,41.6646,0.3692,0.2043
185,35.6220,-0.7704,0.2043
185,49.2835,1.8889,0.2043
185,37.0324,-0.8159,0.2043
185,38.2419,-0.2724,0.2043
185,43.1197,0.6343,0.2043
185,43.0730,0.3927,0.2043
185,41.5204,-0.0011,0.2043
185,41.0850,-0.0779,0.2043
185,42.0513,0.6035,0.2043
186,44.6397,1.5452,0.3379
186,45.5790,1.2552,0.3379
186,43.9699,1.2191,0.3379
186,42.7286,0.1815,0.3379
186,50.7893,3.0908,0.3379
186,46.4297,2.1435,0.3379
186,45.9626,1.5041,0.3379
186,44.1080,1.2615,0.3379
186,39.5001,-0.6934,0.3379
186,41.6695,0.9860,0.3379
187,50.0677,0.3690,0.5363
187,53.3010,-0.0789,0.5363
187,46.6902,1.9926,0.5363
187,50.9275,0.2515,0.5363
187,56.3233,-1.4757,0.5363
187,51.9896,0.4686,0.5363
187,51.8585,-0.0331,0.5363
187,51.9308,0.3181,0.5363
187,59.7361,-1.4277,0.5363
187,48.8066,2.0559,0.5363
188,45.1641,-0.0168,-0.2650
188,48.0376,1.1685,-0.2650
188,47.2234,0.3592,-0.2650
188,43.5954,0.7558,-0.2650
188,48.8544,-1.1379,-0.2650
188,45.1656,0.9793,-0.2650
188,45.7193,0.7152,-0.2650
188,48.0148,0.4957,-0.2650
188,47.6595,0.2408,-0.2650
188,44.9286,0.5360,-0.2650
189,45.3355,-1.3181,0.3687
189,46.5888,-1.3581,0.3687
189,44.4913,-1.8657,0.3687
189,37.8462,-4.3822,0.3687
189,47.3006,-0.8905,0.3687
189,44.5023,-1.8737,0.3687
189,44.8419,-0.9131,0.3687
189,39.8299,-3.6483,0.3687
189,43.9303,-2.6157,0.3687
189,45.0177,-1.8646,0.3687
190,36.0258,-1.5288,-0.4420
190,39.0130,-0.7651,-0.4420
190,37.7218,-1.0231,-0.4420
190,45.4128,0.8251,-0.4420
190,36.6191,-1.1479,-0.4420
190,40.2810,-0.7138,-0.4420
190,33.7062,-2.1319,-0.4420
190,37.1660,-1.4890,-0.4420
190,44.4073,0.7400,-0.4420
190,31.0592,-2.5167,-0.4420
191,55.2245,1.2466,0.4038
191,45.3400,-1.9993,0.4038
191,54.6945,0.6070,0.4038
191,55.1714,1.1116,0.4038
191,48.8190,-1.0705,0.4038
191,50.7080,-0.3183,0.4038
191,50.8964,-0.1126,0.4038
191,44.5551,-1.5652,0.4038
191,49.9044,-0.5916,0.4038
191,49.0617,-1.0200,0.4038
192,38.7488,1.0334,-1.4307
192,36.0644,0.6846,-1.4307
192,36.6258,2.1502,-1.4307
192,36.6746,0.1212,-1.4307
192,38.0740,1.0905,-1.4307
192,36.7348,0.2385,-1.4307
192,34.6202,-0.9400,-1.4307
192,39.3561,3.4157,-1.4307
192,35.2562,-1.1963,-1.4307
192,35.7065,-0.0197,-1.4307
193,49.0986,0.4561,0.2028
193,50.3676,0.8734,0.2028
193,49.9251,1.9415,0.2028
193,51.5738,0.2831,0.2028
193,51.3886,-0.1888,0.2028
193,50.1980,0.9401,0.2028
193,47.1689,2.7977,0.2028
193,51.2558,1.1487,0.2028
193,49.0266,1.1822,0.2028
193,49.4021,-0.0864,0.2028
194,48.4053,-1.1697,0.4711
194,48.4668,-1.3994,0.4711
194,50.0976,-2.1258,0.4711
194,43.5757,-0.7528,0.4711
194,42.7715,0.2177,0.4711
194,41.9005,-0.3035,0.4711
194,45.5544,-0.5941,0.4711
194,45.0772,-0.8356,0.4711
194,41.4857,0.2136,0.4711
194,50.4400,-1.2498,0.4711
195,50.1094,0.6130,0.2008
195,39.0215,-0.7293,0.2008
195,60.2552,2.2923,0.2008
195,49.2231,0.4470,0.2008
195,52.7876,1.1216,0.2008
195,41.5372,-0.0065,0.2008
195,33.0053,-1.3627,0.2008
195,31.3029,-1.5334,0.2008
195,40.9330,-0.3450,0.2008
195,47.2679,0.4741,0.2008
196,37.4686,-0.9613,0.3890
196,41.2319,0.2128,0.3890
196,43.6591,1.0534,0.3890
196,37.9190,0.2077,0.3890
196,46.3861,1.9771,0.3890
196,42.8487,0.7609,0.3890
196,36.2653,-0.8147,0.3890
196,39.2233,0.0863,0.3890
196,44.0755,0.8745,0.3890
196,43.4492,0.4128,0.3890
197,28.6585,2.8763,0.4883
197,42.8396,-0.8188,0.4883
197,34.5930,1.9103,0.4883
197,33.1134,1.8694,0.4883
197,32.6712,2.1541,0.4883
197,31.0463,2.6466,0.4883
197,38.5366,-0.3248,0.4883
197,29.8486,2.7269,0.4883
197,30.5287,1.9721,0.4883
197,33.2643,1.8400,0.4883
198,33.8137,-1.9258,-0.7072
198,34.1156,-2.0582,-0.7072
198,39.9113,-3.6590,-0.7072
198,33.1663,-1.6673,-0.7072
198,39.5746,-4.1260,-0.7072
198,31.9594,-1.1369,-0.7072
198,36.3110,-2.7990,-0.7072
198,34.4173,-2.5716,-0.7072
198,38.9695,-4.1821,-0.7072
198,34.6662,-2.2409,-0.7072
199,60.0403,1.2885,1.3026
199,47.8211,-0.1825,1.3026
199,64.9418,1.9392,1.3026
199,48.4839,-0.3313,1.3026
199,53.0827,0.3266,1.3026
199,65.5880,1.9842,1.3026
199,41.7998,-1.7174,1.3026
199,51.7648,-0.0692,1.3026
199,39.6443,-1.8834,1.3026
199,66.4929,2.4495,1.3026
200,41.3133,-1.5317,-0.3928
200,43.2599,-2.4382,-0.3928
200,41.7013,-0.5646,-0.3928
200,42.4339,-2.1254,-0.3928
200,39.9667,-0.4379,-0.3928
200,39.2161,-0.6405,-0.3928
200,42.5464,-0.9687,-0.3928
200,43.2139,-3.2084,-0.3928
200,42.6903,-1.4109,-0.3928
200,43.7927,0.3895,-0.3928
201,49.6256,-0.0429,-0.9146
201,45.9293,0.3967,-0.9146
201,49.6397,1.3013,-0.9146
201,50.8364,1.0768,-0.9146
201,47.1977,-0.1384,-0.9146
201,47.1127,-0.3290,-0.9146
201,46.9718,0.8323,-0.9146
201,44.6042,-0.7018,-0.9146
201,48.5826,1.5111,-0.9146
201,45.8048,-0.4560,-0.9146
202,49.2939,0.7972,0.1279
202,52.0187,-0.2841,0.1279
202,50.1078,0.0817,0.1279
202,50.0050,-0.6958,0.1279
202,50.1075,-0.6354,0.1279
202,54.8914,0.7793,0.1279
202,51.0914,0.2573,0.1279
202,49.9625,-0.0274,0.1279
202,49.3800,0.3821,0.1279
202,50.3404,0.2957,0.1279
203,48.3643,-1.0509,-0.7982
203,49.7257,-0.3222,-0.7982
203,48.1220,0.0364,-0.7982
203,44.4698,1.4443,-0.7982
203,48.3379,0.0913,-0.7982
203,48.1056,-0.7231,-0.7982
203,45.7306,0.8456,-0.7982
203,45.9980,0.5001,-0.7982
203,46.2246,0.8435,-0.7982
203,47.8117,0.0091,-0.7982
204,61.8571,0.9113,-0.5891
204,43.3598,-1.2628,-0.5891
204,39.5381,-1.6186,-0.5891
204,24.9101,-3.4055,-0.5891
204,44.0910,-1.3224,-0.5891
204,40.7414,-1.8397,-0.5891
204,42.6966,-0.8984,-0.5891
204,47.7421,-0.6751,-0.5891
204,32.8730,-2.3766,-0.5891
204,44.5254,-1.2943,-0.5891
205,36.7155,-0.1858,-0.8921
205,35.6940,0.0006,-0.8921
205,36.0912,0.0202,-0.8921
205,41.6834,1.9244,-0.8921
205,39.9340,1.4269,-0.8921
205,42.1997,2.3613,-0.8921
205,39.7280,1.4384,-0.8921
205,44.9660,2.2913,-0.8921
205,39.2805,1.5417,-0.8921
205,38.2412,0.2439,-0.8921
206,46.4010,-0.3590,0.5096
206,38.7966,-1.5032,0.5096
206,48.1565,-0.0575,0.5096
206,47.5004,-0.2273,0.5096
206,42.5627,-0.7024,0.5096
206,47.6507,-0.0438,0.5096
206,47.7882,0.3170,0.5096
206,39.7213,-1.0543,0.5096
206,51.4247,0.3323,0.5096
206,47.5972,-0.0942,0.5096
207,55.0479,-0.8744,-0.9051
207,55.0115,-0.2745,-0.9051
207,55.6805,-0.2647,-0.9051
207,52.3959,-1.3456,-0.9051
207,51.3864,-1.1936,-0.9051
207,65.9017,1.7414,-0.9051
207,52.9323,-1.0573,-0.9051
207,54.1618,-0.6278,-0.9051
207,48.5498,-1.7986,-0.9051
207,53.8178,-0.9818,-0.9051
208,40.0832,-1.0462,-0.3733
208,42.2413,-0.5876,-0.3733
208,41.0325,-1.3451,-0.3733
208,44.0178,-0.1086,-0.3733
208,40.9316,-0.7314,-0.3733
208,41.4062,-0.8991,-0.3733
208,43.4238,-0.3136,-0.3733
208,43.0021,0.4663,-0.3733
208,44.7130,-1.2280,-0.3733
208,42.7057,-1.0834,-0.3733
209,49.4427,-0.6680,0.3221
209,55.2385,0.5890,0.3221
209,53.5244,0.2410,0.3221
209,49.5869,-0.7111,0.3221
209,51.2956,-0.3627,0.3221
209,50.1472,-0.7778,0.3221
209,53.1764,0.1722,0.3221
209,54.9819,-0.0130,0.3221
209,53.6966,0.8569,0.3221
209,51.8119,-0.1826,0.3221
210,60.4566,2.0560,-0.7852
210,45.1339,-0.4528,-0.7852
210,51.2599,0.6096,-0.7852
210,49.6414,0.5212,-0.7852
210,42.9024,-0.9969,-0.7852
210,52.7674,1.0693,-0.7852
210,43.9852,-0.1314,-0.7852
210,53.4384,1.1790,-0.7852
210,57.1243,1.2260,-0.7852
210,47.9409,0.0895,-0.7852
211,38.8934,-0.9011,1.5734
211,32.7092,-2.7133,1.5734
211,39.2207,-1.2557,1.5734
211,34.7432,-1.7466,1.5734
211,34.1207,-3.1893,1.5734
211,35.7080,-1.9307,1.5734
211,32.9126,-2.1581,1.5734
211,41.3386,-0.2203,1.5734
211,37.4404,-1.3386,1.5734
211,32.9625,-2.5577,1.5734
212,35.0920,0.8035,-0.0949
212,31.8294,2.7677,-0.0949
212,32.2096,1.4381,-0.0949
212,30.5562,2.4146,-0.0949
212,32.1478,2.1016,-0.0949
212,37.2168,0.6401,-0.0949
212,31.2866,2.2008,-0.0949
212,33.3509,1.8609,-0.0949
212,34.9162,1.6971,-0.0949
212,35.9221,1.2088,-0.0949
213,48.7499,-0.2506,1.4833
213,47.8595,-0.5669,1.4833
213,49.6035,0.0996,1.4833
213,52.1011,0.0963,1.4833
213,49.4990,-0.0047,1.4833
213,65.9950,2.6281,1.4833
213,46.1514,-0.9777,1.4833
213,54.2461,0.7575,1.4833
213,50.3890,-0.3882,1.4833
213,61.5019,1.8567,1.4833
214,31.1195,0.6541,0.0672
214,32.1055,1.0293,0.0672
214,32.8320,1.0243,0.0672
214,32.4410,0.1526,0.0672
214,32.9721,1.0926,0.0672
214,31.4797,-0.3341,0.0672
214,31.9881,-0.8263,0.0672
214,32.0690,-1.7977,0.0672
214,32.3261,-0.5147,0.0672
214,30.1070,-1.0574,0.0672
215,38.1068,1.1169,-0.1115
215,37.3464,0.9868,-0.1115
215,32.1061,-1.9594,-0.1115
215,33.9686,-1.6507,-0.1115
215,36.2155,-0.2425,-0.1115
215,39.7965,2.0841,-0.1115
215,43.6840,2.4474,-0.1115
215,37.8314,0.0378,-0.1115
215,35.0838,-0.4749,-0.1115
215,39.8587,1.2273,-0.1115
216,52.8731,0.3467,-0.3399
216,46.5553,-1.5216,-0.3399
216,46.0781,-1.1942,-0.3399
216,46.1722,-1.4861,-0.3399
216,46.3203,-1.5974,-0.3399
216,52.0417,0.3676,-0.3399
216,41.8953,-2.1435,-0.3399
216,51.9981,-0.2283,-0.3399
216,58.8526,0.9180,-0.3399
216,53.4603,0.2229,-0.3399
217,45.6930,0.9149,1.8410
217,36.9276,-0.8375,1.8410
217,54.4370,2.9112,1.8410
217,47.0835,1.5187,1.8410
217,47.4147,2.1339,1.8410
217,49.9659,2.0632,1.8410
217,50.6423,2.1843,1.8410
217,53.1210,2.7871,1.8410
217,53.8976,2.6653,1.8410
217,51.8503,2.8678,1.8410
218,47.9744,-0.4684,-0.7671
218,42.9289,-1.0632,-0.7671
218,47.8615,-0.9796,-0.7671
218,45.3051,-0.8547,-0.7671
218,41.8926,-1.8159,-0.7671
218,43.9504,-1.0007,-0.7671
218,55.6176,1.1829,-0.7671
218,48.6384,-0.0944,-0.7671
218,55.5836,0.7086,-0.7671
218,51.1157,0.0605,-0.7671
219,33.3651,1.2401,-1.9516
219,35.9525,-0.1816,-1.9516
219,32.3035,-1.1752,-1.9516
219,34.3371,-0.4774,-1.9516
219,32.2890,-0.9751,-1.9516
219,36.5105,-1.6058,-1.9516
219,34.5822,1.0701,-1.9516
219,34.5873,0.9119,-1.9516
219,32.1021,0.8725,-1.9516
219,34.3861,1.2537,-1.9516
220,32.0745,0.2890,-1.8959
220,30.7373,0.0001,-1.8959
220,28.6338,-0.2108,-1.8959
220,41.7860,2.2459,-1.8959
220,26.5197,-0.2357,-1.8959
220,29.0285,-0.3979,-1.8959
220,29.9908,-0.3185,-1.8959
220,25.3661,-1.0442,-1.8959
220,27.8036,-0.5013,-1.8959
220,30.7144,0.3648,-1.8959
221,46.5942,-1.8499,-0.7136
221,46.2197,-2.7497,-0.7136
221,46.2372,-2.8810,-0.7136
221,45.9469,-2.0357,-0.7136
221,48.2201,-2.2865,-0.7136
221,50.4411,-1.5716,-0.7136
221,46.5415,-2.2508,-0.7136
221,46.3404,-2.6026,-0.7136
221,50.1166,-1.5697,-0.7136
221,45.9549,-2.2296,-0.7136
222,54.9234,1.7040,0.2589
222,53.2524,-0.4637,0.2589
222,58.7380,2.8473,0.2589
222,52.3386,-1.0542,0.2589
222,51.2426,-1.1493,0.2589
222,53.9681,0.7330,0.2589
222,55.7903,2.6517,0.2589
222,52.5848,-0.2258,0.2589
222,56.3443,1.2229,0.2589
222,56.3849,1.0722,0.2589
223,43.1153,1.8794,-0.7081
223,43.9667,1.5415,-0.7081
223,41.6434,1.3776,-0.7081
223,45.8399,1.3772,-0.7081
223,47.1597,-0.0755,-0.7081
223,44.8070,1.4353,-0.7081
223,46.5454,0.5748,-0.7081
223,43.1995,1.3230,-0.7081
223,41.4950,1.7312,-0.7081
223,45.3823,0.9615,-0.7081
224,31.2918,-1.6293,-0.9284
224,33.0019,-1.1293,-0.9284
224,31.9837,-1.1958,-0.9284
224,33.9819,-1.1346,-0.9284
224,33.2148,-1.1304,-0.9284
224,31.1207,-2.0932,-0.9284
224,33.3050,-0.6665,-0.9284
224,32.5520,-1.4454,-0.9284
224,30.6262,-1.5853,-0.9284
224,29.9220,-2.1348,-0.9284
225,46.6617,-1.6783,0.5633
225,50.9186,-0.1099,0.5633
225,46.3418,-1.3935,0.5633
225,50.6819,0.4238,0.5633
225,46.1854,-1.0910,0.5633
225,52.2545,0.3358,0.5633
225,43.8616,-1.4824,0.5633
225,44.4450,-1.1545,0.5633
225,49.9043,-0.4785,0.5633
225,45.6889,-1.1071,0.5633
226,47.2441,0.6719,-0.4781
226,44.5965,0.6626,-0.4781
226,43.9603,-1.8710,-0.4781
226,46.8723,0.8328,-0.4781
226,45.4690,0.2035,-0.4781
226,46.3734,0.1580,-0.4781
226,48.2334,-0.8815,-0.4781
226,45.5866,-0.0470,-0.4781
226,45.2476,-0.1102,-0.4781
226,44.5626,-1.0357,-0.4781
227,65.8383,3.0223,-0.2890
227,60.6610,1.6333,-0.2890
227,57.2184,1.1319,-0.2890
227,46.0088,-0.8594,-0.2890
227,53.8562,0.3768,-0.2890
227,62.0436,2.2120,-0.2890
227,54.2770,0.1889,-0.2890
227,57.5681,1.7763,-0.2890
227,59.0752,1.0927,-0.2890
227,50.3917,-0.1435,-0.2890
228,28.7347,-1.3753,-0.2542
228,38.0997,0.3590,-0.2542
228,48.8736,1.9778,-0.2542
228,33.5216,-0.0211,-0.2542
228,42.1157,1.3640,-0.2542
228,38.1452,0.3895,-0.2542
228,44.3004,1.2742,-0.2542
228,37.0338,0.1306,-0.2542
228,31.4898,-0.9485,-0.2542
228,36.0174,-0.3433,-0.2542
229,38.0737,-0.8747,0.2391
229,44.2544,1.1044,0.2391
229,42.9728,1.2460,0.2391
229,43.5971,0.8921,0.2391
229,35.6758,-1.6154,0.2391
229,37.9872,-1.0098,0.2391
229,40.3387,-0.7440,0.2391
229,37.5743,-0.8219,0.2391
229,33.2853,-1.6243,0.2391
229,41.7091,-0.2549,0.2391
230,38.4891,0.1486,-1.0708
230,41.0234,-0.2338,-1.0708
230,38.6819,0.7207,-1.0708
230,39.7813,0.0399,-1.0708
230,42.7602,-0.4154,-1.0708
230,39.4976,0.0215,-1.0708
230,39.4050,0.9734,-1.0708
230,40.7694,0.2107,-1.0708
230,38.8247,-0.1662,-1.0708
230,41.9050,-0.1647,-1.0708
231,37.8438,-0.4839,0.2224
231,38.3196,-0.6800,0.2224
231,40.0053,-1.0279,0.2224
231,37.9126,-0.1972,0.2224
231,37.2808,-0.6721,0.2224
231,38.7988,-0.5038,0.2224
231,40.9511,0.5531,0.2224
231,38.3922,-1.3878,0.2224
231,39.7044,-0.5072,0.2224
231,38.0239,-2.2177,0.2224
232,32.9928,-0.1759,0.5414
232,48.8072,2.7925,0.5414
232,38.2229,0.7294,0.5414
232,34.8176,0.2366,0.5414
232,33.8436,0.0887,0.5414
232,40.6893,1.1900,0.5414
232,25.4204,-1.3633,0.5414
232,34.3274,0.2364,0.5414
232,20.7799,-2.3097,0.5414
